customerID,SeniorCitizen,tenure,MultipleLines,InternetService,TechSupport,Contract,MonthlyCharges,TotalCharges,Churn,StreamersWithTechSupport,Safer,Family,OnlinePayment,All,ExpectedRechargeTimes,MonthlyChargesBin
1177-XZBJL,0,53,1,1,1,12,64.15,3491.55,0,0,0,1,0,0,4.416666666666667,0
5882-CMAZQ,0,5,0,1,1,1,34.25,163.55,0,0,0,1,0,0,5.0,0
5311-IHLEI,0,12,0,1,1,1,50.95,605.75,0,1,0,0,0,0,12.0,0
2911-UREFD,0,39,0,1,0,1,55.9,2184.35,1,1,0,0,0,0,39.0,0
0234-TEVTT,0,48,0,1,0,12,45.0,2196.3,0,1,0,1,0,0,4.0,0
6705-LNMDD,0,20,0,1,1,1,50.0,1003.05,0,0,0,0,0,0,20.0,0
2612-PHGOX,0,64,1,1,1,24,76.1,4818.8,0,1,0,0,0,0,2.6666666666666665,1
9739-JLPQJ,0,72,1,0,1,24,117.5,8670.1,0,1,1,1,0,1,3.0,0
1746-TGTWV,0,1,0,0,0,1,75.35,75.35,0,0,0,0,0,0,1.0,1
2812-REYAT,0,49,0,2,0,12,20.05,923.1,0,0,0,0,0,0,4.083333333333333,0
1299-AURJA,0,70,1,2,0,24,24.7,1685.9,0,0,0,1,0,0,2.9166666666666665,0
0380-ZCSBI,0,10,0,2,0,1,20.0,198.7,0,0,0,0,0,0,10.0,0
6017-PPLPX,0,20,0,0,0,1,70.45,1470.95,1,0,0,1,1,0,20.0,1
6215-NQCPY,0,15,1,0,0,1,99.7,1566.75,0,1,0,0,1,0,15.0,1
4568-KNYWR,0,52,0,1,0,24,63.25,3342.45,0,1,0,0,0,0,2.1666666666666665,0
6556-DBKZF,0,71,0,0,0,24,76.05,5436.45,0,0,0,1,0,0,2.9583333333333335,1
9137-NOQKA,1,2,0,2,0,1,19.2,37.2,0,0,0,0,0,0,2.0,0
7445-WMRBW,0,48,1,1,1,12,73.85,3581.4,0,1,0,0,0,0,4.0,1
8091-TTVAX,0,58,1,0,0,12,100.35,5681.1,0,1,0,0,0,0,4.833333333333333,1
5456-ITGIC,1,72,0,1,1,24,64.45,4641.1,0,1,1,0,0,0,3.0,0
7442-YGZFK,0,1,1,1,0,1,49.8,49.8,0,0,0,0,0,0,1.0,0
4818-QIUFN,1,20,1,0,0,1,79.15,1520.9,1,0,0,0,1,0,20.0,1
2796-NNUFI,0,46,0,2,0,24,19.95,927.1,0,0,0,1,0,0,1.9166666666666667,0
8224-IVVPA,0,27,0,1,0,1,56.7,1652.95,0,0,0,0,0,0,27.0,0
2657-VPXTA,0,10,0,0,0,1,88.85,929.45,0,1,0,1,1,0,10.0,1
0643-OKLRP,1,47,1,0,0,1,80.35,3825.85,1,0,0,0,0,0,47.0,1
3372-KWFBM,1,16,1,0,0,1,86.6,1281.0,1,1,0,0,1,0,16.0,1
6128-AQBMT,1,41,0,1,0,1,53.95,2215.4,0,1,0,0,1,0,41.0,0
7839-QRKXN,0,1,0,2,0,1,20.2,20.2,1,0,0,0,0,0,1.0,0
8144-DGHXP,0,54,0,1,1,24,80.6,4299.95,0,1,0,0,0,0,2.25,1
7216-KAOID,0,41,0,2,0,12,19.5,798.2,0,0,0,1,0,0,3.4166666666666665,0
4063-EIKNQ,0,11,0,2,0,1,20.95,267.35,0,0,0,1,0,0,11.0,0
9057-MSWCO,1,27,0,1,0,1,30.75,805.1,1,0,0,0,0,0,27.0,0
8267-ZNYVZ,0,33,0,0,1,12,103.75,3361.05,1,1,0,0,1,0,2.75,1
2758-RNWXS,0,35,0,0,1,12,89.2,3251.3,0,1,0,0,1,0,2.9166666666666665,1
5222-IMUKT,0,32,0,0,0,1,91.05,2871.5,0,1,0,0,0,0,32.0,1
4115-UMJFQ,0,69,0,1,0,12,35.75,2492.25,0,0,0,0,0,0,5.75,0
8512-WIWYV,0,32,0,2,0,12,20.35,707.5,0,0,0,0,0,0,2.6666666666666665,0
0623-IIHUG,1,21,0,1,0,1,41.9,840.1,1,1,0,0,1,0,21.0,0
2680-XKKNJ,0,8,0,1,1,12,58.2,469.25,0,0,0,0,0,0,0.6666666666666666,0
2853-CWQFQ,0,1,0,1,1,1,59.55,59.55,0,1,0,0,0,0,1.0,0
4923-ADWXJ,0,25,0,1,1,1,65.8,1679.65,0,1,0,0,0,0,25.0,0
2096-XOTMO,0,16,0,2,0,1,19.35,275.9,0,0,0,1,0,0,16.0,0
7898-PDWQE,0,71,1,1,1,24,80.4,5727.15,0,1,1,0,0,0,2.9583333333333335,1
6172-FECYY,0,49,1,0,0,1,84.5,4254.85,1,1,0,1,0,0,49.0,1
7711-GQBZC,0,71,1,2,0,24,24.7,1810.55,0,0,0,1,0,0,2.9583333333333335,0
0691-NIKRI,0,40,1,0,1,12,105.95,4335.2,0,1,0,0,0,0,3.3333333333333335,1
3244-DCJWY,0,1,0,0,0,1,70.25,70.25,1,0,0,0,1,0,1.0,1
8624-GIOUT,0,49,1,1,0,1,59.75,2934.3,1,0,0,0,0,0,49.0,0
3090-LETTY,0,2,1,1,0,1,60.95,134.6,0,0,0,0,0,0,2.0,0
5680-LQOGP,0,68,0,1,1,24,82.45,5646.6,0,1,1,0,0,0,2.8333333333333335,1
8393-JMVMB,0,1,0,2,0,1,19.45,19.45,0,0,0,0,0,0,1.0,0
0337-CNPZE,0,41,1,0,0,1,106.3,4443.45,1,1,0,0,1,0,41.0,1
4451-RWASJ,0,15,0,2,0,12,19.5,239.75,0,0,0,1,0,0,1.25,0
2481-SBOYW,0,61,1,2,0,24,25.0,1498.35,0,0,0,0,0,0,2.5416666666666665,0
8276-MQBYC,1,51,1,0,0,1,97.8,4913.3,1,1,0,0,1,0,51.0,1
6252-DFGTK,0,37,1,1,1,12,68.1,2479.25,0,0,0,0,0,0,3.0833333333333335,0
1568-BEKZM,1,70,1,1,1,24,90.05,6333.4,0,1,1,0,0,0,2.9166666666666665,1
3744-ZBHON,0,3,0,2,0,1,20.2,65.95,0,0,0,0,0,0,3.0,0
2845-AFFTX,1,41,1,0,0,1,99.8,4259.3,1,1,0,0,1,0,41.0,1
1084-UQCHV,0,1,0,0,0,1,69.75,69.75,1,0,0,0,0,0,1.0,0
4277-PVRAN,0,8,0,0,0,1,80.1,679.3,1,1,0,0,0,0,8.0,1
7696-CFTAT,0,37,0,2,0,24,19.8,726.1,0,0,0,1,0,0,1.5416666666666667,0
4592-IWTJI,0,3,0,1,0,1,29.7,91.7,1,0,0,1,0,0,3.0,0
3688-FTHLT,0,16,1,1,0,1,63.05,1067.05,0,1,0,0,0,0,16.0,0
1619-YWUBB,0,68,1,2,0,24,24.95,1614.9,0,0,0,0,0,0,2.8333333333333335,0
8619-IJNDK,0,71,0,1,1,24,64.05,4492.9,0,0,1,1,0,0,2.9583333333333335,0
9505-SQFSW,0,3,0,1,0,1,40.3,92.5,0,1,0,1,0,0,3.0,0
1373-ORVIZ,0,11,1,1,1,1,66.35,740.8,1,1,0,1,1,0,11.0,0
2082-CEFLT,0,1,0,1,0,1,45.6,45.6,1,0,0,0,1,0,1.0,0
0057-QBUQH,0,43,1,2,0,24,25.1,1070.15,0,0,0,0,1,0,1.7916666666666667,0
4957-TREIR,0,3,0,1,1,1,64.4,195.65,0,1,0,0,0,0,3.0,0
8277-RVRSV,0,33,1,2,0,12,24.15,800.3,0,0,0,1,0,0,2.75,0
2886-KEFUM,0,63,1,0,0,12,107.5,6873.75,1,1,0,0,1,0,5.25,1
6479-SZPLM,0,36,0,2,0,24,19.45,754.5,0,0,0,1,0,0,1.5,0
2252-ISRNH,0,9,1,0,0,12,90.35,767.9,0,1,0,1,1,0,0.75,1
7267-FRMJW,0,25,0,2,0,24,20.1,486.05,0,0,0,1,0,0,1.0416666666666667,0
7576-JMYWV,1,46,1,0,1,1,110.2,4972.1,0,1,0,1,1,0,46.0,0
7159-FVYPK,0,3,1,1,0,1,69.15,235.0,0,1,0,1,0,0,3.0,0
5522-JBWMO,0,1,0,1,0,1,44.0,44.0,0,0,0,0,0,0,1.0,0
6326-MTTXK,0,8,1,0,0,1,100.85,819.55,1,1,0,0,0,0,8.0,1
8749-JMNKX,1,51,1,0,0,1,93.8,4750.95,1,1,0,0,0,0,51.0,1
4713-LZDRV,1,2,0,0,0,1,79.6,195.05,1,1,0,0,1,0,2.0,1
1038-RQOST,0,19,0,2,0,1,20.6,414.95,0,0,0,1,0,0,19.0,0
1685-VAYJF,0,11,0,1,0,1,45.2,492.0,0,0,0,0,0,0,11.0,0
8714-EUHJO,0,31,1,0,0,1,91.15,2995.45,1,1,0,1,1,0,31.0,1
5318-IXUZF,0,2,0,0,0,1,87.15,183.75,1,1,0,0,0,0,2.0,1
4835-YSJMR,0,39,0,1,1,24,49.8,1971.15,0,0,0,0,0,0,1.625,0
7389-KBFIT,0,2,0,1,0,1,30.25,63.75,0,0,0,1,0,0,2.0,0
0655-RBDUG,0,7,1,0,0,1,98.05,713.0,1,1,0,0,0,0,7.0,1
5906-BFOZT,0,1,0,2,0,1,19.5,19.5,0,0,0,0,0,0,1.0,0
9199-PWQVC,0,63,1,1,0,12,79.7,4786.15,0,1,0,0,0,0,5.25,1
2819-GWENI,0,28,0,2,0,12,19.9,543.0,0,0,0,1,0,0,2.3333333333333335,0
8285-ABVLB,0,70,0,2,0,24,19.85,1328.35,0,0,0,0,0,0,2.9166666666666665,0
7817-BOQPW,0,2,1,0,0,1,75.55,166.3,1,0,0,0,1,0,2.0,1
9070-BCKQP,0,72,1,0,1,24,110.15,7881.2,0,1,0,0,0,0,3.0,0
6671-NGWON,0,7,0,2,0,1,20.35,150.6,0,0,0,0,0,0,7.0,0
9360-OMDZZ,0,24,1,0,0,1,94.1,2322.85,0,1,0,0,1,0,24.0,1
6736-DHUQI,0,67,0,0,0,12,84.8,5598.3,0,0,1,1,0,0,5.583333333333333,1
7801-KICAO,0,18,1,0,0,1,74.15,1345.75,0,0,0,0,1,0,18.0,1
1891-QRQSA,1,64,1,0,1,24,111.6,7099.0,0,1,0,1,0,0,2.6666666666666665,0
3154-HMWUU,0,60,0,2,0,24,20.5,1198.8,0,0,0,0,0,0,2.5,0
3648-GZPHF,0,32,0,1,1,12,36.25,1151.05,0,0,0,1,0,0,2.6666666666666665,0
7996-MHXLW,0,66,1,2,0,24,25.15,1683.6,0,0,0,0,0,0,2.75,0
2157-MXBJS,0,13,1,1,0,12,75.3,989.45,1,1,0,0,0,0,1.0833333333333333,1
7997-EASSD,0,63,1,0,1,12,81.2,4965.1,0,0,0,0,0,0,5.25,1
5931-FLJJF,1,7,0,0,0,1,70.1,467.55,1,0,0,0,0,0,7.0,1
2252-NKNSI,0,52,1,1,1,24,85.15,4461.85,0,1,0,0,0,0,2.1666666666666665,1
8979-CAMGB,1,64,1,0,1,12,102.1,6688.1,0,1,0,0,0,0,5.333333333333333,1
4554-YGZIH,1,49,1,0,0,1,90.05,4547.25,1,1,0,0,0,0,49.0,1
1833-TCXKK,0,45,1,0,0,1,107.75,4882.8,0,1,0,0,0,0,45.0,1
8020-BWHYL,1,15,0,0,0,1,75.3,1147.45,1,0,0,0,0,0,15.0,1
8313-KTIHG,0,4,0,1,1,1,61.3,249.4,0,1,0,0,1,0,4.0,0
6771-XWBDM,0,57,1,0,0,1,104.5,5921.35,1,1,0,0,0,0,57.0,1
2866-IKBTM,0,1,0,2,0,1,19.55,19.55,0,0,0,0,0,0,1.0,0
2792-LSHWX,0,1,0,0,1,1,83.4,83.4,0,0,0,0,0,0,1.0,1
8191-XWSZG,0,52,0,2,0,12,20.65,1022.95,0,0,0,0,0,0,4.333333333333333,0
5286-YHCVC,0,72,1,0,0,24,104.8,7470.1,0,1,0,0,0,0,3.0,1
7638-QVMVY,0,7,0,0,0,1,79.0,522.95,1,1,0,0,1,0,7.0,1
4445-KWOKW,0,42,1,1,0,12,60.15,2421.6,0,0,0,0,0,0,3.5,0
9061-TIHDA,1,13,1,0,0,1,95.25,1233.65,1,1,0,0,1,0,13.0,1
5649-TJHOV,1,27,0,1,0,1,36.5,1032.0,1,1,0,0,0,0,27.0,0
9473-CBZOP,0,28,1,1,0,12,59.0,1654.45,0,0,0,0,0,0,2.3333333333333335,0
0708-SJDIS,0,34,1,1,1,1,65.0,2157.5,0,1,0,0,0,0,34.0,0
2812-SFXMJ,0,1,0,2,0,1,20.05,20.05,0,0,0,0,0,0,1.0,0
7395-IGJOS,1,17,0,0,0,1,81.5,1329.2,1,1,0,0,0,0,17.0,1
1264-BYWMS,0,55,1,0,0,1,96.8,5283.95,1,1,0,0,1,0,55.0,1
0257-ZESQC,1,27,0,0,0,1,75.2,1929.35,1,0,0,0,0,0,27.0,1
2480-JZOSN,0,1,0,2,0,1,20.65,20.65,0,0,0,0,0,0,1.0,0
7108-DGVUU,1,21,1,1,0,12,71.7,1497.05,0,1,0,0,0,0,1.75,1
2691-NZETQ,0,9,1,0,0,1,85.35,758.6,1,1,0,0,1,0,9.0,1
6769-DCQLI,0,52,0,0,1,12,105.0,5426.85,1,1,0,0,0,0,4.333333333333333,1
0042-RLHYP,0,69,0,2,0,24,19.7,1396.9,0,0,0,1,0,0,2.875,0
6946-LMSQS,1,25,1,0,0,12,89.05,2177.45,1,1,0,0,1,0,2.0833333333333335,1
5502-RLUYV,0,69,1,0,0,1,103.95,7446.9,1,1,0,1,1,0,69.0,1
1926-QUZNN,0,72,1,2,0,24,25.25,1841.2,0,0,0,0,0,0,3.0,0
9190-MFJLN,1,19,0,0,0,1,95.9,1777.9,1,1,0,0,0,0,19.0,1
1221-GHZEP,0,62,0,1,1,24,65.1,3846.75,0,1,0,0,0,0,2.5833333333333335,0
7318-EIVKO,0,8,1,1,0,1,59.25,436.6,0,1,0,0,1,0,8.0,0
7233-DRTRF,0,63,1,0,0,1,102.4,6444.05,0,1,0,0,1,0,63.0,1
4929-XIHVW,1,2,0,0,0,1,95.5,181.65,0,1,0,0,0,0,2.0,1
0495-ZBNGW,1,5,1,0,0,1,79.9,343.95,1,0,0,0,0,0,5.0,1
5858-EAFCZ,0,1,0,1,0,1,44.45,44.45,0,0,0,0,0,0,1.0,0
0575-CUQOV,1,60,0,0,0,12,97.95,5867.0,0,1,0,0,1,0,5.0,1
8161-QYMTT,0,7,1,0,0,1,94.1,701.3,0,1,0,0,1,0,7.0,1
7603-USHJS,0,12,1,0,0,1,73.75,871.4,1,0,0,0,0,0,12.0,1
3970-XGJDU,0,62,0,2,0,24,19.2,1123.65,0,0,0,0,0,0,2.5833333333333335,0
8174-TBVCF,0,70,1,1,1,24,94.8,6859.05,0,1,1,0,0,0,2.9166666666666665,1
5296-BFCYD,0,46,0,2,0,24,20.1,936.85,0,0,0,1,0,0,1.9166666666666667,0
9919-YLNNG,0,42,0,0,1,1,103.8,4327.5,0,1,0,0,0,0,42.0,1
9025-ZRPVR,0,9,0,2,0,1,18.95,185.6,1,0,0,0,0,0,9.0,0
3950-VPYJB,0,57,0,1,1,12,59.6,3509.4,0,0,0,1,0,0,4.75,0
5140-FOMCQ,0,59,1,0,0,12,109.15,6557.75,0,1,1,0,0,0,4.916666666666667,1
8902-ZEOVF,0,47,0,2,0,12,20.05,951.55,0,0,0,1,0,0,3.9166666666666665,0
8548-AWOFC,0,66,1,1,1,1,63.85,4264.6,0,1,0,0,0,0,66.0,0
4884-ZTHVF,1,8,0,0,0,1,87.1,713.6,0,1,0,0,1,0,8.0,1
7989-VCQOH,0,18,0,1,1,1,83.25,1611.15,0,1,0,1,0,0,18.0,1
4735-ASGMA,0,26,1,0,0,1,98.35,2515.3,1,1,0,0,1,0,26.0,1
7966-YOTQW,0,10,1,1,0,1,54.5,568.2,0,0,0,0,0,0,10.0,0
4043-MKDTV,0,71,0,0,1,24,105.25,7291.75,0,1,0,0,1,0,2.9583333333333335,1
6383-ZTSIW,1,39,0,0,0,12,99.1,3877.95,0,1,0,0,0,0,3.25,1
2661-GKBTK,0,60,0,1,1,24,76.95,4543.95,0,1,0,1,0,0,2.5,1
4002-BQWPQ,0,25,1,1,1,1,81.75,2028.8,0,1,1,0,0,0,25.0,1
3580-REOAC,0,10,0,1,0,1,44.85,435.4,1,0,0,0,0,0,10.0,0
4871-JTKJF,1,1,0,0,0,1,69.65,69.65,1,0,0,0,1,0,1.0,0
4672-FOTSD,0,12,1,1,1,1,67.25,832.3,0,0,0,0,1,0,12.0,0
9388-ZEYVT,0,43,0,1,1,12,44.15,1931.3,0,1,0,0,0,0,3.5833333333333335,0
3580-GICBM,0,61,1,2,0,24,24.2,1445.2,0,0,0,1,0,0,2.5416666666666665,0
9577-WJVCQ,0,68,1,1,0,1,54.45,3687.75,0,0,0,0,0,0,68.0,0
6719-OXYBR,0,15,0,0,0,1,85.3,1219.85,0,1,0,0,0,0,15.0,1
5651-YLPRD,0,32,0,0,0,1,86.1,2723.75,0,1,0,1,1,0,32.0,1
9087-EYCPR,0,60,1,2,0,24,25.0,1505.05,0,0,0,0,0,0,2.5,0
8761-NSOBC,0,44,0,0,1,1,100.55,4398.15,1,1,0,0,0,0,44.0,1
5624-BQSSA,0,1,0,2,0,1,20.95,20.95,1,0,0,0,0,0,1.0,0
3865-ZFZIB,0,19,0,2,0,24,19.65,358.15,0,0,0,0,0,0,0.7916666666666666,0
4232-JGKIY,0,1,0,2,0,1,19.2,19.2,0,0,0,0,0,0,1.0,0
1085-LDWAM,0,69,0,2,0,12,20.35,1442.65,0,0,0,1,0,0,5.75,0
1452-XRSJV,0,39,0,1,0,1,51.05,2066.0,0,0,0,1,0,0,39.0,0
9500-LTVBP,0,35,1,0,1,1,80.05,2835.9,0,0,0,0,0,0,35.0,1
0147-ESWWR,1,39,1,0,1,1,101.25,3949.15,0,1,0,0,1,0,39.0,1
6447-GORXK,0,31,0,1,0,1,25.0,789.2,0,0,0,0,0,0,31.0,0
4250-WAROZ,1,60,1,0,0,1,93.25,5774.55,0,1,0,1,1,0,60.0,1
3523-BRGUW,1,26,0,2,0,12,19.3,504.2,0,0,0,0,0,0,2.1666666666666665,0
2017-CCBLH,0,8,0,2,0,24,20.0,141.6,0,0,0,0,0,0,0.3333333333333333,0
6169-PPETC,0,35,0,2,0,24,20.5,759.35,0,0,0,1,0,0,1.4583333333333333,0
7473-ZBDSN,0,14,0,2,0,24,18.8,255.55,0,0,0,1,0,0,0.5833333333333334,0
1215-FIGMP,0,60,1,0,0,1,89.9,5450.7,0,1,0,0,0,0,60.0,1
9074-KGVOX,0,50,0,1,0,1,39.45,2021.35,0,1,0,1,0,0,50.0,0
3855-ONCAR,0,4,0,0,0,1,78.9,299.75,0,1,0,1,0,0,4.0,1
4774-HHGGS,0,30,0,2,0,24,19.05,637.55,0,0,0,0,0,0,1.25,0
7274-CGTOD,0,62,0,1,1,24,43.7,2618.3,0,0,1,0,0,0,2.5833333333333335,0
9467-ROOLM,0,25,0,2,0,1,19.05,461.3,0,0,0,0,0,0,25.0,0
0784-GTUUK,0,62,1,2,0,12,23.75,1446.8,0,0,0,0,0,0,5.166666666666667,0
0550-DCXLH,0,13,0,1,1,1,73.35,931.55,0,1,0,0,0,0,13.0,1
4636-QRJKY,0,6,1,0,1,1,80.5,502.85,1,0,0,1,1,0,6.0,1
6086-ESGRL,0,1,0,0,0,1,80.15,80.15,1,1,0,0,0,0,1.0,1
3891-NLXJB,0,37,0,1,1,24,40.55,1390.85,0,0,0,0,0,0,1.5416666666666667,0
3654-ARMGP,0,61,1,1,1,24,88.65,5321.25,0,1,0,0,0,0,2.5416666666666665,1
5501-TVMGM,0,1,0,1,0,1,55.25,55.25,0,1,0,0,1,0,1.0,0
8344-WFMFH,0,9,0,1,0,1,50.1,484.05,0,0,0,0,1,0,9.0,0
5445-UTODQ,0,7,0,0,0,1,81.1,576.65,1,1,0,0,1,0,7.0,1
1356-MKYSK,0,6,0,1,1,1,78.65,483.3,0,1,0,0,0,0,6.0,1
3002-WQZWT,0,29,1,0,0,1,74.2,1993.25,0,0,0,0,1,0,29.0,1
2545-LXYVJ,0,72,0,2,0,24,20.7,1492.1,0,0,0,0,0,0,3.0,0
9732-OUYRN,0,49,0,2,0,12,19.0,918.7,0,0,0,0,0,0,4.083333333333333,0
0111-KLBQG,1,32,0,0,0,1,93.95,2861.45,0,1,0,1,0,0,32.0,1
2831-EBWRN,0,4,0,1,0,1,45.9,199.75,0,0,0,0,1,0,4.0,0
4163-HFTUK,0,51,0,2,0,12,19.1,1007.8,0,0,0,0,0,0,4.25,0
5136-RGMZO,0,31,1,1,1,1,71.05,2168.15,0,1,0,0,1,0,31.0,1
9588-OZDMQ,0,2,0,1,0,1,45.0,89.75,0,0,0,0,1,0,2.0,0
2273-QCKXA,0,1,0,1,1,1,49.05,49.05,0,0,0,0,0,0,1.0,0
2253-KPMNB,0,69,0,1,1,24,46.25,3121.4,0,0,1,1,0,0,2.875,0
7798-JVXYM,0,14,0,1,1,1,69.65,921.4,0,1,0,0,1,0,14.0,0
5605-XNWEN,1,72,1,2,0,24,25.0,1802.55,0,0,0,0,0,0,3.0,0
7321-PKUYW,0,11,1,0,1,1,90.15,987.95,1,1,0,0,0,0,11.0,1
7998-WNZEM,0,71,1,1,1,24,80.6,5708.2,0,1,1,0,0,0,2.9583333333333335,1
1498-DQNRX,0,29,0,2,0,1,19.85,573.05,0,0,0,0,0,0,29.0,0
6519-CFDBX,0,2,0,1,0,1,45.4,80.95,0,0,0,0,1,0,2.0,0
6127-IYJOZ,1,1,0,1,0,1,45.85,45.85,0,0,0,0,0,0,1.0,0
4193-ORFCL,1,1,0,1,0,1,45.1,45.1,1,0,0,0,0,0,1.0,0
5736-YEJAX,0,69,1,1,1,24,79.45,5502.55,0,1,1,0,0,0,2.875,1
9499-XPZXM,0,72,1,1,1,24,64.75,4804.75,0,0,0,0,0,0,3.0,0
9755-JHNMN,0,49,0,1,1,24,67.4,3306.85,0,0,1,0,0,0,2.0416666666666665,0
9555-SAHUZ,0,38,0,1,0,1,54.5,2076.05,0,0,0,1,0,0,38.0,0
2959-MJHIC,0,4,0,0,0,1,80.35,307.4,1,1,0,0,1,0,4.0,1
7609-YBPXG,0,54,1,1,1,24,87.1,4735.2,0,1,0,0,0,0,2.25,1
4342-HENTK,1,2,0,0,0,1,70.65,142.35,1,0,0,0,1,0,2.0,1
6814-ZPWFQ,1,51,1,2,0,12,25.0,1260.7,0,0,0,0,0,0,4.25,0
4919-MOAVT,0,3,0,0,0,1,69.65,220.1,1,0,0,0,0,0,3.0,0
6248-BSHKG,0,61,0,2,0,12,20.4,1226.45,0,0,0,1,0,0,5.083333333333333,0
1635-HDGFT,0,19,0,2,0,24,20.5,398.55,0,0,0,0,0,0,0.7916666666666666,0
5110-CHOPY,0,60,0,1,0,24,53.6,3237.05,0,1,0,0,0,0,2.5,0
5296-PSYVW,0,72,1,2,0,24,24.55,1750.7,0,0,0,0,0,0,3.0,0
6762-NSODU,0,46,0,2,0,24,19.4,958.15,0,0,0,1,0,0,1.9166666666666667,0
0295-PPHDO,0,1,1,0,0,1,95.45,95.45,1,1,0,0,1,0,1.0,1
8993-IZEUX,0,7,0,0,0,1,69.15,488.65,0,0,0,0,0,0,7.0,0
1166-PQLGG,0,72,0,2,0,24,19.55,1463.45,0,0,0,1,0,0,3.0,0
3956-CJUST,1,23,0,0,0,1,75.4,1643.55,0,0,0,0,0,0,23.0,1
6663-JOCQO,0,31,1,1,1,12,75.25,2344.5,0,1,0,1,0,0,2.5833333333333335,1
1852-XEMDW,0,22,1,1,0,1,65.05,1427.55,0,0,1,0,0,0,22.0,0
6464-KEXXH,0,8,0,1,0,1,25.25,186.3,0,0,0,0,0,0,8.0,0
0048-PIHNL,0,49,0,2,0,12,20.45,900.9,0,0,0,0,0,0,4.083333333333333,0
9940-HPQPG,0,9,1,0,0,1,91.75,865.8,1,0,1,0,0,0,9.0,1
1725-IQNIY,0,54,0,0,1,24,109.75,6110.2,1,1,1,0,0,0,2.25,1
9631-XEYKE,0,3,1,1,0,1,50.4,137.25,0,0,0,0,0,0,3.0,0
0254-WWRKD,0,67,0,1,0,12,50.55,3431.75,0,0,0,1,0,0,5.583333333333333,0
0334-GDDSO,1,3,1,0,0,1,81.35,233.7,1,0,0,0,1,0,3.0,1
0093-XWZFY,0,40,1,0,0,1,104.5,4036.85,1,1,0,0,0,0,40.0,1
8010-EZLOU,1,15,1,0,0,1,80.2,1217.25,1,0,0,0,1,0,15.0,1
0750-EBAIU,0,52,0,0,0,12,91.25,4738.3,0,1,0,0,0,0,4.333333333333333,1
3696-XRIEN,0,50,1,1,1,12,82.5,4179.1,0,1,0,0,0,0,4.166666666666667,1
5996-DAOQL,0,1,0,2,0,1,20.45,20.45,0,0,0,0,0,0,1.0,0
5845-BZZIB,0,35,0,2,0,24,20.1,655.3,0,0,0,1,0,0,1.4583333333333333,0
4324-BZCKL,0,10,0,1,0,1,55.55,551.3,0,0,0,1,0,0,10.0,0
2040-LDIWQ,0,65,1,1,1,24,84.2,5324.5,0,1,0,1,0,0,2.7083333333333335,1
1212-GLHMD,0,3,0,0,0,1,86.05,244.85,0,1,0,0,0,0,3.0,1
7921-LMDFQ,1,51,0,0,0,12,94.0,4905.75,0,1,0,0,0,0,4.25,1
5480-HPRRX,1,3,0,1,0,1,25.3,77.75,1,0,0,0,0,0,3.0,0
9578-FOMUK,0,15,1,2,0,1,24.8,324.15,0,0,0,0,1,0,15.0,0
0058-EVZWM,0,55,1,0,0,1,89.8,4959.6,0,1,0,0,0,0,55.0,1
1080-BWSYE,1,64,1,2,0,24,25.65,1740.8,0,0,0,0,0,0,2.6666666666666665,0
2466-NEJOJ,0,8,0,2,0,1,19.65,169.75,0,0,0,1,0,0,8.0,0
8868-GAGIO,0,45,1,0,0,1,84.55,3713.95,0,0,0,0,0,0,45.0,1
3597-MVHJT,0,27,1,0,0,1,95.6,2595.25,0,1,0,0,0,0,27.0,1
7787-BNTZM,0,6,0,2,0,1,20.15,130.5,0,0,0,0,0,0,6.0,0
6598-KELSS,0,50,0,1,0,12,43.05,2208.05,0,1,0,0,0,0,4.166666666666667,0
5215-LNLDJ,0,7,0,1,0,1,24.7,149.05,0,0,0,1,1,0,7.0,0
8205-MQUGY,0,12,0,1,0,1,49.2,571.15,0,0,0,1,1,0,12.0,0
3571-DPYUH,0,58,1,0,1,12,94.7,5430.35,0,1,0,1,0,0,4.833333333333333,1
3500-RMZLT,1,15,0,0,1,1,96.3,1426.75,1,1,0,0,0,0,15.0,1
0463-ZSDNT,0,10,0,1,0,1,56.75,503.25,0,1,0,0,0,0,10.0,0
5385-SUIRI,1,52,1,0,0,1,104.2,5568.35,1,1,0,0,1,0,52.0,1
1089-HDMKP,1,11,0,1,1,1,54.55,601.25,0,0,0,0,1,0,11.0,0
7601-WFVZV,0,1,0,2,0,1,19.55,19.55,0,0,0,0,0,0,1.0,0
3923-CSIHK,1,50,0,0,0,1,71.05,3444.85,1,0,0,0,1,0,50.0,1
0674-EYYZV,0,1,0,1,0,1,54.65,54.65,0,1,0,0,1,0,1.0,0
1169-WCVAK,0,19,1,0,1,1,88.8,1672.35,0,0,0,0,0,0,19.0,1
4075-JFPGR,0,51,0,0,0,12,93.5,4619.55,0,1,1,0,1,0,4.25,1
4807-IZYOZ,0,51,0,2,0,24,20.65,1020.75,0,0,0,0,0,0,2.125,0
4546-FOKWR,0,16,1,0,0,1,74.75,1129.35,0,0,0,0,0,0,16.0,1
1371-WEPDS,1,40,0,1,0,12,55.8,2283.3,0,1,0,0,0,0,3.3333333333333335,0
2472-OVKUP,0,6,0,0,0,1,91.0,531.0,1,1,0,0,1,0,6.0,1
6047-SUHPR,0,39,0,1,0,12,59.8,2343.85,0,0,1,1,0,0,3.25,0
2378-YIZKA,0,68,0,1,1,24,85.0,5607.75,0,1,1,1,0,1,2.8333333333333335,1
